SOC [-],OCV [V]
0.731421,3.891689076862745
0.732235,3.892339076862745
0.733054,3.892979076862745
0.733868,3.8936190768627448
0.734686,3.894269076862745
0.7355,3.894909076862745
0.736319,3.895549076862745
0.737138,3.896199076862745
0.737952,3.896839076862745
0.73877,3.8974790768627448
0.739585,3.898129076862745
0.740403,3.8987690768627448
0.741222,3.899409076862745
0.742041,3.900059076862745
0.742855,3.900699076862745
0.743669,3.9013390768627447
0.744483,3.901989076862745
0.745297,3.9026290768627447
0.746111,3.903269076862745
0.746925,3.9039190768627448
0.747744,3.904559076862745
0.748558,3.905199076862745
0.749377,3.906489076862745
0.750191,3.906489076862745
0.751005,3.907129076862745
0.751823,3.9077790768627447
0.752637,3.908419076862745
0.753456,3.909709076862745
0.754275,3.910349076862745
0.755094,3.910989076862745
0.755912,3.911639076862745
0.756731,3.912279076862745
0.75755,3.912919076862745
0.758364,3.913569076862745
0.759178,3.914209076862745
0.759992,3.914849076862745
0.760806,3.916139076862745
0.76162,3.916779076862745
0.762439,3.917429076862745
0.763253,3.918069076862745
0.764067,3.918709076862745
0.764881,3.919359076862745
0.765695,3.919999076862745
0.766514,3.920639076862745
0.767328,3.921289076862745
0.768146,3.922569076862745
0.768965,3.923219076862745
0.769779,3.923859076862745
0.770598,3.924499076862745
0.771417,3.925149076862745
0.772235,3.925789076862745
0.773049,3.926429076862745
0.773864,3.927079076862745
0.774682,3.927719076862745
0.775501,3.928359076862745
0.776315,3.929009076862745
0.777129,3.9302890768627448
0.777943,3.930939076862745
0.778757,3.9315790768627448
0.779576,3.932219076862745
0.780395,3.933509076862745
0.781209,3.9341490768627447
0.782023,3.934799076862745
0.782841,3.9354390768627447
0.783655,3.936079076862745
0.784474,3.937369076862745
0.785288,3.938009076862745
0.786107,3.938659076862745
0.786921,3.939299076862745
0.78774,3.939939076862745
0.788558,3.941229076862745
0.789377,3.941869076862745
0.790196,3.942519076862745
0.791015,3.943159076862745
0.791833,3.944449076862745
0.792647,3.945089076862745
0.793466,3.945729076862745
0.79428,3.946379076862745
0.795094,3.947659076862745
0.795913,3.948309076862745
0.796732,3.948949076862745
0.79755,3.949589076862745
0.798369,3.950239076862745
0.799183,3.951519076862745
0.799997,3.952169076862745
0.800816,3.952809076862745
0.801634,3.953449076862745
0.802453,3.954739076862745
0.803267,3.955379076862745
0.804081,3.956029076862745
0.804895,3.957319076862745
0.805709,3.957959076862745
0.806523,3.958599076862745
0.807342,3.959249076862745
0.808156,3.960529076862745
0.80897,3.961179076862745
0.809789,3.962459076862745
0.810603,3.963109076862745
0.811417,3.963749076862745
0.812236,3.965039076862745
0.81305,3.965679076862745
0.813864,3.966319076862745
0.814678,3.967609076862745
0.815492,3.9682490768627448
0.816306,3.968899076862745
0.81712,3.9695390768627448
0.817934,3.9708290768627448
0.818748,3.971469076862745
0.819567,3.972759076862745
0.820386,3.9733990768627447
0.821205,3.9746890768627448
0.822019,3.975329076862745
0.822837,3.975969076862745
0.823651,3.977259076862745
0.824465,3.977899076862745
0.825284,3.9785490768627447
0.826103,3.979189076862745
0.826917,3.980479076862745
0.827731,3.981119076862745
0.828545,3.982409076862745
0.829359,3.983049076862745
0.830178,3.983689076862745
0.830997,3.984979076862745
0.831811,3.985619076862745
0.832625,3.986909076862745
0.833443,3.987549076862745
0.834262,3.988199076862745
0.835081,3.989479076862745
0.8359,3.990129076862745
0.836714,3.990769076862745
0.837528,3.992059076862745
0.838346,3.993339076862745
0.839165,3.993989076862745
0.839984,3.994629076862745
0.840802,3.995919076862745
0.841617,3.996559076862745
0.842431,3.997849076862745
0.843245,3.998489076862745
0.844059,3.999779076862745
0.844877,4.0004190768627454
0.845691,4.001059076862745
0.846506,4.002349076862745
0.84732,4.002989076862745
0.848134,4.004279076862745
0.848952,4.004919076862746
0.849771,4.006209076862746
0.85059,4.006849076862745
0.851409,4.007499076862746
0.852223,4.008779076862745
0.853037,4.009429076862745
0.853851,4.010069076862745
0.854665,4.011359076862745
0.855484,4.011999076862746
0.856298,4.013289076862746
0.857116,4.013929076862746
0.857935,4.015219076862746
0.858749,4.015859076862745
0.859563,4.017149076862745
0.860377,4.017789076862745
0.861191,4.018429076862746
0.862005,4.019719076862746
0.862824,4.0203590768627455
0.863643,4.021009076862746
0.864457,4.0216490768627455
